file,problem,planning_time,singlesoutcome_planning_call,alloutcome_planning_call,unsolvable_states,solvable,policy_length,plan_length
p52.pddl,fr_5_2,0.02,1,1,0,1,7,7
p53.pddl,fr_5_3,0.04,3,3,0,1,9,9
p54.pddl,fr_5_4,0.021,1,1,0,1,17,17
p55.pddl,fr_5_5,0.023,1,1,0,1,20,20
p56.pddl,fr_5_6,0.018,1,1,0,0,0,0
p57.pddl,fr_5_7,0.019,1,1,0,0,0,0
p58.pddl,fr_5_8,0.024,1,1,0,1,23,23
p59.pddl,fr_5_9,0.046,3,3,0,1,28,28
p60.pddl,fr_5_10,0.025,1,1,0,1,39,39
p61.pddl,fr_6_1,0.02,1,1,0,1,6,6
p62.pddl,fr_6_2,0.03,2,2,0,1,8,8
p63.pddl,fr_6_3,0.032,2,2,0,1,17,17
p64.pddl,fr_6_4,0.021,1,1,0,1,17,17
p65.pddl,fr_6_5,0.022,1,1,0,1,12,12
p66.pddl,fr_6_6,0.019,1,1,0,0,0,0
p67.pddl,fr_6_7,0.019,1,1,0,0,0,0
p68.pddl,fr_6_8,0.036,2,2,0,1,30,30
p69.pddl,fr_6_9,0.024,1,1,0,1,23,23
p70.pddl,fr_6_10,0.027,1,1,0,1,29,29
p71.pddl,fr_7_1,0.021,1,1,0,1,3,3
p72.pddl,fr_7_2,0.021,1,1,0,1,7,7
p73.pddl,fr_7_3,0.023,1,1,0,1,11,11
p74.pddl,fr_7_4,0.024,1,1,0,1,16,16
p75.pddl,fr_7_5,0.024,1,1,0,1,13,13
p76.pddl,fr_7_6,0.023,1,1,0,1,18,18
p77.pddl,fr_7_7,0.069,5,5,0,1,48,49
p78.pddl,fr_7_8,0.022,1,1,0,1,11,11
p79.pddl,fr_7_9,0.019,1,1,0,0,0,0
p80.pddl,fr_7_10,0.025,1,1,0,1,26,26
p81.pddl,fr_8_1,0.021,1,1,0,1,4,4
p82.pddl,fr_8_2,0.021,1,1,0,1,7,7
p83.pddl,fr_8_3,0.019,1,1,0,0,0,0
p84.pddl,fr_8_4,0.023,1,1,0,1,14,14
p85.pddl,fr_8_5,0.025,1,1,0,1,19,19
p86.pddl,fr_8_6,0.024,1,1,0,1,18,18
p87.pddl,fr_8_7,0.027,1,1,0,1,23,23
p88.pddl,fr_8_8,0.041,2,2,0,1,36,36
p89.pddl,fr_8_9,0.026,1,1,0,1,21,21
p90.pddl,fr_8_10,0.025,1,1,0,1,24,24
p91.pddl,fr_9_1,0.021,1,1,0,1,11,11
p92.pddl,fr_9_2,0.024,1,1,0,1,12,12
p93.pddl,fr_9_3,0.023,1,1,0,1,16,16
p94.pddl,fr_9_4,0.018,1,1,0,0,0,0
p95.pddl,fr_9_5,0.019,1,1,0,0,0,0
p96.pddl,fr_9_6,0.028,1,1,0,1,19,19
p97.pddl,fr_9_7,0.036,2,2,0,1,27,27
p98.pddl,fr_9_8,0.117,5,5,0,1,94,96
p99.pddl,fr_9_9,0.019,1,1,0,0,0,0
p100.pddl,fr_9_10,0.024,1,1,0,0,0,0
p101.pddl,fr_10_1,0.024,1,1,0,1,3,3
p102.pddl,fr_10_2,0.022,1,1,0,1,6,6
p103.pddl,fr_10_3,0.041,2,2,0,1,15,15
p104.pddl,fr_10_4,0.04,2,2,0,1,21,21
p105.pddl,fr_10_5,0.026,1,1,0,1,24,24
p106.pddl,fr_10_6,0.02,1,1,0,0,0,0
p107.pddl,fr_10_7,0.029,1,1,0,1,30,30
p108.pddl,fr_10_8,0.034,1,1,0,1,28,28
p109.pddl,fr_10_9,0.021,1,1,0,0,0,0
p110.pddl,fr_10_10,0.057,2,2,0,1,35,35
